,name,rating,distance,delivery,pickup,American,Bakeries,Cafes,Chinese,Fast Food,Pizza,Street Vendors
5920,Papelon con Limon,9.0,5798.459060929455,1,0,0,0,0,0,0,0,0
5921,Zeppelin Nashville ,6.0,3491.706011277011,1,0,0,0,0,0,0,0,0
5922,Banh Mi & Roll Factory,9.0,4614.477487516177,0,0,0,0,0,0,0,0,1
5923,Safina Restaurant,10.0,6616.206869252428,1,0,0,0,0,0,0,0,0
5924,Nana's Patties & Things,7.0,17784.49546004858,1,1,0,0,0,0,0,0,0
5925,Craft Hall,7.0,4663.867255654126,1,1,0,0,0,0,0,0,0
5926,Tres Rios,8.0,1765.8229108096418,1,1,0,0,0,0,0,0,0
5927,The Anchored Inn,8.0,4823.506087433172,0,0,0,0,0,0,0,0,0
5928,Pikalox,8.0,4492.09884251787,1,1,0,0,0,0,0,0,0
5929,Basil Thai,6.0,6607.8707460732585,1,1,0,0,0,0,0,0,0
5930,Petit Paulette,8.0,2347.5860238079645,1,0,0,0,0,0,0,0,0
5931,Ct cantina taqueria,9.0,35931.175013704844,0,0,0,0,0,0,0,0,0
5932,Brown Bag Seafood,8.0,5361.235715176221,1,1,0,0,0,0,0,0,0
5933,Hadramout,9.0,9536.967511028075,1,1,0,0,0,0,0,0,0
5934,Bacci Pizzeria,6.0,3577.281325725669,1,1,0,0,0,0,0,1,0
5935,Tom's Dim Sum,7.0,6426.880744167106,1,1,0,0,0,0,0,0,0
5936,The Local,8.0,28199.625788045476,0,0,0,0,0,0,0,0,0
5937,Mama's Tacos,9.0,15707.515185545764,1,1,0,0,0,0,0,0,0
5938,Cacio E Pepe,9.0,8142.672060922644,1,1,0,0,0,0,0,0,0
5939,Pho Viet's,8.0,4168.693972938701,1,1,0,0,0,0,0,0,0
5940,Belmont Deli,9.0,5145.516135733042,1,1,0,0,0,0,0,0,0
5941,JJ Thai Street Food,9.0,1204.6495685214984,1,1,0,0,0,0,0,0,0
5942,Nando's PERi-PERi,8.0,2559.6106907454155,1,1,0,0,0,0,0,0,0
5943,Mill Creek Brewing,9.0,22491.51264937744,0,0,0,0,0,0,0,0,0
5944,sweetgreen,8.0,655.4903187924466,1,1,0,0,0,0,0,0,0
5945,BiXi Beer,8.0,3268.6867755883527,1,1,0,0,0,0,0,0,0
5946,Eurotrash,10.0,2991.3391033431185,0,0,0,0,0,0,0,0,1
5947,Coffee Underground,10.0,656.2520100022854,1,0,0,0,1,0,0,0,0
5948,Fairmount Pizza and Grill,7.0,5948.86988528283,1,1,0,0,0,0,0,1,0
5949,Bishop's Meat and Three,8.0,21951.68028780846,1,0,0,0,0,0,0,0,0
5950,Picco Pizza & Ice Cream,8.0,335.0211653144537,1,1,0,0,0,0,0,1,0
5951,Hot Chicken Takeover,9.0,21894.06230715478,0,0,0,0,0,0,0,0,0
5952,Flight Club Darts Boston,8.0,2053.959883933824,1,0,0,0,0,0,0,0,0
5953,The Burgh Bites Truck,10.0,3564.836956019825,0,0,0,0,0,0,0,0,1
5954,Sugarland Garden & Cafe,7.0,4148.914274721524,0,0,0,0,0,0,0,0,0
5955,Sesame Garden,8.0,2874.938085934443,1,1,0,0,0,1,0,0,0
5956,Burger Antics,9.0,16611.223921027024,1,0,0,0,0,0,1,0,0
5957,Planchette,9.0,19140.34757058358,0,0,0,0,0,0,0,0,0
5958,Crave Chinatown ,7.0,902.027119747023,1,1,0,0,0,0,0,0,0
5959,Short North Goody Boy,8.0,2931.796853779229,1,0,0,0,0,0,0,0,0
5960,Steak ’n Shake,3.0,1668.5996573853058,1,1,0,0,0,0,1,0,0
5961,Irie Jamerican Cuisine,9.0,9115.120944341634,1,0,0,0,0,0,0,0,0
5962,"Royal Fish, Shrimp, & Chicken",7.0,3184.6981768683854,1,1,0,0,0,0,0,0,0
5963,China Taste,7.0,1927.252264197738,1,0,0,0,0,1,0,0,0
5964,HomeSlyce - Canton,8.0,4085.3494174228017,1,1,0,0,0,0,0,1,0
5965,Ugly Broad Tavern,9.0,4069.5021195419135,1,0,1,0,0,0,0,0,0
5966,My Ceviche,8.0,5017.9235358304295,0,0,0,0,0,0,0,0,0
5967,Wing SZN - East Village,10.0,2735.930873917429,0,0,0,0,0,0,0,0,0
5968,Green Goat Cafe Bar,7.0,3867.6174324022495,0,0,0,0,1,0,0,0,0
5969,Dona Tola,9.0,5162.272380867714,1,0,0,0,0,0,0,0,0
5970,Sugar Mama's,8.0,7110.926954154284,1,1,0,0,0,0,0,0,0
5971,bopNGrill,8.0,10948.476116514126,1,1,0,0,0,0,1,0,0
5972,Pasta Shoppe,8.0,3419.567219526705,0,0,0,0,0,0,0,0,0
5973,Columbo Room,9.0,11741.807933020373,1,1,0,0,0,0,0,0,0
5974,One Ramen & Sushi,8.0,5716.479577504618,1,1,0,0,0,0,0,0,0
5975,Dig,8.0,1515.2088478996793,1,1,1,0,0,0,0,0,0
5976,Sluggers Seattle,7.0,3147.9738890550393,1,0,0,0,0,0,0,0,0
5977,Poseidon Greek Restaurant & Outdoor Lounge,9.0,15972.925758180309,1,1,0,0,0,0,0,0,0
5978,Kubbie's Corner,8.0,3955.888143599801,0,0,0,0,0,0,0,0,1
5979,1330 on the River,8.0,3698.9734658467387,1,0,1,0,0,0,0,0,0
5980,Ground Support,7.0,2185.4017789063764,1,0,0,0,1,0,0,0,0
5981,Hayashi Sushi,9.0,10371.664821518965,1,1,0,0,0,0,0,0,0
5982,Dalesio's Of Little Italy,8.0,2767.2361224533597,1,1,0,0,0,0,0,0,0
5983,Bamboo,8.0,1737.288639291175,1,1,0,0,0,0,0,0,0
5984,BIBIBOP Asian Grill,8.0,4305.769342457571,1,1,0,0,0,0,0,0,0
5985,Metropolitan Cafe,9.0,1015.5820308888483,0,0,0,0,0,0,0,0,0
5986,Meez Meals,10.0,7346.3887168624,0,0,0,0,0,0,0,0,0
5987,Uptown 66 Taqueria,9.0,13958.20373381943,1,0,0,0,0,0,0,0,0
5988,Tamashii Ramen,8.0,8557.463872432614,1,1,0,0,0,0,0,0,0
5989,Sweet Piglet Bakery Cafe,9.0,17085.818892533407,1,1,0,1,0,0,0,0,0
5990,Freya,9.0,6407.625578820012,1,0,0,0,0,0,0,0,0
5991,Wheelhouse,6.0,3654.926431420586,1,0,1,0,0,0,0,0,0
5992,Stiltsville Fish Bar,9.0,15100.12564308986,1,1,0,0,0,0,0,0,0
5993,BEAST AND CLEAVER,10.0,7855.593401243507,0,0,0,0,0,0,0,0,0
5994,Rincon Criollo Take 2,8.0,5735.856295258186,1,0,0,0,0,0,0,0,0
5995,Dochi,8.0,3250.924334988903,1,0,0,0,0,0,0,0,0
5996,Fat Shack,8.0,7426.259334982104,1,1,1,0,0,0,0,0,0
5997,La Isla,8.0,6450.906050545225,1,0,0,0,0,0,0,0,0
5998,El Tenampa,9.0,4786.553259891311,0,0,0,0,0,0,0,0,0
5999,Studio Kitchen,10.0,14387.26613647657,0,0,0,0,0,0,0,0,0
6000,Masala Square Indian Kitchen,9.0,4135.6341794666505,1,1,0,0,0,0,0,0,0
6001,The Pit BBQ Grille,8.0,13945.703776812754,0,0,0,0,0,0,0,0,0
6002,Chung Chun Rice Hot Dog,9.0,3010.6956591668823,1,1,0,0,0,0,0,0,0
6003,Underground Pizza,9.0,2255.1982960185846,1,0,0,0,0,0,0,1,0
6004,Marathon Coffee,8.0,9113.109975845942,1,1,0,0,1,0,0,0,0
6005,Café Standard,7.0,2508.615772874174,1,0,1,0,0,0,0,0,0
6006,Jar + Fork,9.0,10183.345196830154,1,1,0,0,0,0,0,0,0
6007,Hook Fish & Chicken,6.0,3688.4285715287783,1,1,0,0,0,0,0,0,0
6008,City Egg,7.0,7745.149995132519,1,1,0,0,0,0,0,0,0
6009,Punjabi Dhaba,8.0,3778.4796710670407,1,1,0,0,0,0,0,0,0
6010,Presti's Bakery,8.0,7313.6948675598,1,0,0,1,0,0,0,0,0
6011,Jordan's Deli,8.0,11373.696689185324,1,0,0,0,0,0,0,0,0
6012,Le Mont,6.0,3365.0703902070413,1,0,1,0,0,0,0,0,0
6013,Taqueria El Milagro,8.0,7002.56752233516,1,1,0,0,0,0,0,0,0
6014,Cindy Lou's Fish House,7.0,3468.485263720911,1,0,0,0,0,0,0,0,0
6015,South Philly Italian Kitchen,9.0,8725.429448572826,1,1,0,0,0,0,0,0,0
6016,Frank's Fresh Fruit Mini Market 2,7.0,1761.1608767267728,0,0,0,0,0,0,0,0,0
6017,Chipotle Mexican Grill,3.0,6987.015534266435,1,1,0,0,0,0,0,0,0
6018,Clark Burger,8.0,6042.554621914169,1,0,0,0,0,0,1,0,0
6019,Tu Do Restaurant,8.0,1379.2608761377164,1,0,0,0,0,0,0,0,0
6020,Patterson Public House,9.0,3431.191599746971,1,1,0,0,0,0,0,0,0
6021,High Thai'd,7.0,8766.285482215999,1,0,0,0,0,0,0,0,0
6022,The Fairview,8.0,6205.003994860337,1,0,0,0,0,0,0,0,0
6023,District Brew Yards,9.0,1966.4990818811702,1,1,0,0,0,0,0,0,0
6024,Bow Market,8.0,4306.766088457731,1,1,0,0,0,0,0,0,0
6025,Sprinly,8.0,10220.259980574017,0,0,0,0,0,0,0,0,0
6026,A & H Mart,8.0,6002.270264433458,0,0,0,0,0,0,0,0,0
6027,Blue Moon Too,9.0,3539.340046963873,1,0,0,0,1,0,0,0,0
6028,Pinch Dumplings,6.0,1699.7637475671245,1,1,0,0,0,1,0,0,0
6029,Moshi Moshi - Brickell,8.0,8835.543097918426,1,1,0,0,0,0,0,0,0
6030,Mi Yaad,7.0,14309.730022392958,0,0,0,0,0,0,0,0,0
6031,Union Craft Brewing,8.0,4264.880201332736,0,0,0,0,0,0,0,0,0
6032,Ba Bar,7.0,2493.889620843755,1,1,0,0,0,0,0,0,0
6033,Pete's Grille,8.0,1977.224822311062,1,1,0,0,0,0,0,0,0
6034,Lee’s Seafood Boil-Uptown,9.0,7011.829294722273,1,1,0,0,0,0,0,0,0
6035,Matcha Cafe Maiko,8.0,6088.44984893262,1,1,0,0,0,0,0,0,0
6036,Far East Nashville,8.0,4614.477487516177,1,1,0,0,0,0,0,0,0
6037,Vincenza's Pizza & Pasta,9.0,3124.532057736349,1,0,0,0,0,0,0,1,0
6038,Brick N' Mortar Kitchen & Catering,9.0,10925.323375112348,1,0,0,0,0,0,0,1,0
6039,Way Down Yonder New Orleans Finest Restaurant,7.0,14224.6354349663,1,0,0,0,0,0,0,0,0
6040,FRSHst,10.0,2891.759527693287,1,1,0,0,0,0,0,0,0
6041,Bae Korean Grill,8.0,34063.886532029384,0,0,0,0,0,0,0,0,0
6042,Punjab Kabab & Sweets,9.0,9851.76337927358,1,1,0,0,0,0,0,0,0
6043,Italian Disco,7.0,2871.2340170366137,1,1,0,0,0,0,0,1,0
6044,Kawayan,8.0,9908.412671374197,1,1,0,0,0,0,0,0,0
6045,Regal Cafe,3.0,7221.665897331774,1,1,0,0,0,0,0,1,0
6046,Saint Lazarus,8.0,4054.3454105283427,0,0,0,0,0,0,0,0,0
6047,Rusty Anchor,7.0,3992.856211640488,1,0,0,0,0,0,0,0,0
6048,Los Guachos Taqueria,9.0,7710.537450995324,1,0,0,0,0,0,0,0,0
6049,Mason's Famous Lobster Rolls,8.0,6061.95413948145,1,1,0,0,0,0,0,0,0
6050,The Shady Dog,9.0,3943.623657604674,0,0,0,0,0,0,0,0,1
6051,Peas & Pickles,5.0,521.6170272738457,0,0,0,0,0,0,0,0,0
6052,Helmand Kabobi Cafe,9.0,1885.972177579151,1,1,0,0,0,0,0,0,0
6053,Giovanni's Pizza & Pasta,6.0,1965.7733547522728,1,1,0,0,0,0,0,1,0
6054,Fort Defiance,8.0,3515.9658701613666,0,0,1,0,0,0,0,0,0
6055,Hot Chicken Takeover,9.0,15621.283381279223,1,1,0,0,0,0,0,0,0
6056,El Comedor de la Tia,9.0,5414.247957128813,1,0,0,0,0,0,0,0,0
6057,Incredible Foodz,5.0,12314.105989257332,1,0,1,0,0,0,0,0,0
6058,Brooklyn Bowl - Nashville,7.0,4061.747215145308,0,0,1,0,0,0,0,0,0
6059,Frankie's Extra Long,9.0,2521.7119089831863,0,0,0,0,0,0,0,0,0
6060,Back Door Monkey,8.0,10672.080130037499,1,1,0,0,0,0,0,0,0
6061,Station,8.0,3170.974743409883,1,0,0,0,0,0,0,0,0
6062,Germano's Piattini,8.0,2645.7482231435984,1,1,0,0,0,0,0,0,0
6063,The Pink Door,9.0,1755.3385197252683,1,0,0,0,0,0,0,0,0
6064,Seoul Hotdog,9.0,23321.291148151126,1,1,0,0,0,0,0,0,0
6065,DeSano Pizza Bakery,9.0,2269.579477289233,1,1,0,0,0,0,0,1,0
6066,Harper's Bread House Inc.,8.0,1368.164133098814,1,0,0,1,0,0,0,0,0
6067,Korner 67,9.0,17999.361938647286,1,0,0,0,0,0,0,0,0
6068,Sal's Famous Cheesesteaks,8.0,21148.357764393357,1,1,0,0,0,0,0,0,0
6069,Ghostwriter Public House,9.0,31052.129578467673,0,0,1,0,0,0,0,0,0
6070,Sushi Fuku,6.0,2587.569786454927,1,1,0,0,0,0,0,0,0
6071,Blue Ribbon Sushi Izakaya,8.0,1919.5827489838694,1,1,0,0,0,0,0,0,0
6072,SandBar,9.0,19003.981804656836,0,0,0,0,0,0,1,0,0
6073,Cafe Landwer,8.0,2833.701811767414,1,1,0,0,0,0,0,0,0
6074,Dolce Wraps,9.0,15058.920532820572,1,1,0,0,0,0,0,0,0
6075,Avondale Tap,9.0,5106.074466467718,1,1,0,0,0,0,0,0,0
6076,Taqueria Super Burrito,7.0,894.4348741757385,1,1,0,0,0,0,0,0,0
6077,My Place Or Yours Food Truck,6.0,1387.2363066728158,0,0,0,0,0,0,0,0,1
6078,The Bad Apple,8.0,6086.490547426838,1,1,0,0,0,0,1,0,0
6079,Ciccio,9.0,2446.726741699908,1,0,0,0,0,0,0,0,0
6080,Rivareno Gelato,10.0,9640.962846462238,0,0,0,0,0,0,0,0,0
6081,Puffy's Tavern,8.0,1917.2615501117295,1,0,0,0,0,0,0,0,0
6082,Thai Elephant Restaurant,8.0,12060.466372702644,0,1,0,0,0,0,0,0,0
6083,Blvd Baes,9.0,14347.187992535024,1,1,0,0,0,0,0,0,0
6084,Good Eats Pizza & Subs,8.0,1603.7925385416263,1,1,0,0,0,0,0,1,0
6085,The Art of Chicken,9.0,1701.1285385272834,1,1,0,0,0,0,1,0,0
6086,Gantry Public House,8.0,3449.1815658766136,0,0,1,0,0,0,0,0,0
6087,Rock N' Rolls ,8.0,4900.658027527179,1,1,0,0,0,0,1,0,0
6088,Aunties Biscuits,8.0,6425.563543479244,1,1,0,0,0,0,0,0,0
6089,Herb'n Food Truck,8.0,4880.429867927814,0,0,0,0,0,0,0,0,1
6090,Italiano's Restaurant,6.0,5534.963220966157,1,1,0,0,0,0,0,0,0
6091,Cabañas Restaurant,8.0,8793.815314270405,1,1,0,0,0,0,0,0,0
6092,Taj Indian Restaurant,9.0,7110.003416907347,1,0,0,0,0,0,0,0,0
6093,Matthew's Pizza,8.0,4095.1063657414265,1,1,0,0,0,0,0,1,0
6094,Caribella,9.0,3490.9349173618775,1,0,0,0,0,0,0,0,0
6095,Vivienne's Bistro,9.0,8389.797884108755,0,0,0,0,0,0,0,0,0
6096,Deanatella's Deli,10.0,7275.339210736883,1,0,0,0,0,0,0,0,0
6097,Fat Kat Slim's,7.0,1328.6028108675084,1,1,0,0,0,0,0,0,0
6098,Byrek & Baguette,9.0,2314.2817094111524,1,1,0,0,0,0,0,0,0
6099,La Catrina Mexican Bistro,9.0,18534.052113946822,1,1,0,0,0,0,0,0,0
6100,Crab King Cajun Boil & Bar,9.0,19821.261832361797,1,1,0,0,0,0,0,0,0
6101,Pita Cambridge,9.0,3783.1780639850253,1,1,0,0,0,0,0,0,0
6102,Lardon,8.0,2475.1979500588864,0,0,0,0,1,0,0,0,0
6103,Edley's Bar-B-Que,8.0,4594.234183577667,0,1,0,0,0,0,0,0,0
6104,Love Tea,9.0,1967.014171298502,1,1,0,0,1,0,0,0,0
6105,Bonifacio,8.0,4836.415339586599,1,1,0,0,0,0,0,0,0
6106,Secret Savory,9.0,6080.370134373329,1,1,0,0,0,0,0,0,0
6107,Taquiza,9.0,20641.395217371657,1,0,0,0,0,0,0,0,0
6108,Nova Cafe,9.0,3898.7797549394973,1,0,0,0,1,0,0,0,0
6109,Local Roots Market and Cafe,9.0,2753.812044676228,0,0,0,0,0,0,0,0,0
6110,Khun Nine Thai,8.0,1303.4295522306295,1,1,0,0,0,0,0,0,0
6111,Bar One Miami Beach,7.0,14828.616516743245,1,0,0,0,0,0,0,0,0
6112,Saint Bread,8.0,3259.2626229229168,0,0,0,1,0,0,0,0,0
6113,Michelson & Morley,7.0,6554.500295025015,1,0,1,0,0,0,0,0,0
6114,Giacomo's Ristorante - Boston,8.0,2371.606607135425,1,1,0,0,0,0,0,0,0
6115,Tacos Chukis,9.0,5403.022443219626,1,0,0,0,0,0,0,0,0
6116,Wild Wasabi,8.0,2045.1045318112022,0,0,0,0,0,0,0,0,0
6117,Double Dogs - Hillsboro Village,7.0,2337.0813876344505,1,1,0,0,0,0,0,0,0
6118,Sycamore,8.0,6976.418386492075,1,0,0,0,0,0,0,0,0
6119,Duffy's Tavern,7.0,184.85675350580067,1,0,0,0,0,0,0,0,0
6120,Roadhouse Wings & Grille,8.0,13257.319386950698,1,1,0,0,0,0,0,0,0
6121,Polombia,9.0,3039.382280928506,1,1,0,0,0,0,0,0,0
6122,Double Zero,8.0,2865.9655462572446,1,1,0,0,0,0,0,1,0
6123,Someone's Son,9.0,3518.8777604060783,1,0,1,0,0,0,0,0,0
6124,Garbage Can,6.0,6280.745655026536,0,0,0,0,0,0,0,0,0
6125,Red Onion,9.0,2297.7502610999563,1,0,0,0,1,0,0,0,0
6126,Jerome Village Bar & Grille,7.0,23447.652223006084,0,0,0,0,0,0,0,1,0
6127,Savannah Luncheonette,7.0,1425.0698156211379,1,1,0,0,0,0,0,0,0
6128,EaThai,9.0,4034.0373094491806,1,1,0,0,0,0,0,0,0
6129,Mike's Place,9.0,14188.909183265698,1,0,0,0,0,0,0,0,0
6130,Emmett's Cafe,9.0,7199.445318539445,0,0,0,0,1,0,0,0,0
6131,Buddha Bowl,9.0,1773.4241885983552,1,0,0,0,0,0,0,0,0
6132,Pirate Pierogi,8.0,2589.662299386796,1,1,0,0,0,0,0,0,0
6133,Ming Moon House,10.0,602.8596033599214,0,0,0,0,0,0,0,0,0
6134,Pizza Express 1,8.0,11654.21110412317,1,1,0,0,0,0,0,1,0
6135,Bourbon & Branch,8.0,4886.156883765311,1,1,1,0,0,0,0,0,0
6136,Coco Hot Pot,8.0,6639.445476686071,1,1,0,0,0,1,0,0,0
6137,Bubbakoo's Burritos,10.0,11920.488332524888,1,1,0,0,0,0,0,0,0
6138,The Southern V,9.0,5529.680198215533,1,0,0,0,0,0,0,0,0
6139,Stinky's Bar & Grill,8.0,4090.606013887464,1,0,1,0,0,0,0,0,0
6140,larena cafe,10.0,15006.0075558885,1,1,0,0,0,0,1,0,0
6141,Chimi Truck,8.0,16282.849497126117,0,0,0,0,0,0,0,0,1
6142,Dancing Crab Thai Noodle House,9.0,1857.1549660903074,1,1,0,0,0,0,0,0,0
6143,Istanbul Corner,9.0,1967.8110564800622,1,1,0,0,0,0,0,0,0
6144,Teppanyaki Kyoto,8.0,6044.234483453369,1,1,0,0,0,0,0,0,0
6145,Little Liberty,8.0,16089.559303318742,0,0,0,0,0,0,1,0,0
6146,Sushi Momento,9.0,6633.138475981632,1,1,0,0,0,0,0,0,0
6147,Mel,9.0,1067.3332073477957,1,0,0,1,0,0,0,0,0
6148,Rose Mary,9.0,2990.891102570693,1,0,0,0,0,0,0,0,0
6149,Dumpling House,7.0,3931.73230853208,0,1,0,0,0,1,0,0,0
6150,Mitchell Delicatessen,9.0,8679.300633027588,1,0,0,0,0,0,0,0,0
6151,Lorenzo & Sons Pizza,8.0,7211.379229011609,1,0,0,0,0,0,0,1,0
6152,Rush In Dumplings,9.0,14284.916563666899,1,1,0,0,0,0,0,0,0
6153,Amarin Cafe,8.0,4170.821017931773,1,0,0,0,0,0,0,0,0
6154,Tomo Sushi & Ramen,9.0,6034.335078066214,1,1,0,0,0,0,0,0,0
6155,Poke Bros,8.0,3155.0110539811703,1,1,0,0,0,0,0,0,0
6156,CRUST,9.0,8709.85021135038,1,1,0,0,0,0,0,0,0
6157,The Soul Snacks Cookie Company,9.0,12703.358814049914,1,0,0,1,0,0,0,0,0
6158,Waldo's Chicken & Beer,9.0,4349.611199793835,1,0,0,0,0,0,0,0,0
6159,Burger Up,8.0,2238.8840248003935,1,1,1,0,0,0,0,0,0
6160,El Zapo Enamorado,10.0,6723.269434322319,0,0,0,0,0,0,0,0,0
6161,Las Rancheritas,6.0,1906.0327027035444,1,1,0,0,0,0,0,0,0
6162,Avenue Sushi,9.0,4099.962432841251,1,0,0,0,0,0,0,0,0
6163,Cafe Kai,10.0,22339.526675695426,1,0,0,0,1,0,0,0,0
6164,Lola Bistro,8.0,3352.3589387853644,1,0,1,0,0,0,0,0,0
6165,Pho Pasteur,7.0,805.4411167853959,1,1,0,0,0,0,0,0,0
6166,Howling Wolf Taqueria,8.0,23993.418755681625,1,0,0,0,0,0,0,0,0
6167,Pizza Brain,8.0,2552.6719482447893,1,1,0,0,0,0,0,1,0
6168,Dead Line,9.0,2703.2479027662034,1,0,0,0,0,0,0,0,0
6169,Leon's Caribbean Restaurant,9.0,2785.232170682452,1,1,0,0,0,0,0,0,0
6170,sweetgreen,8.0,655.4903187924466,1,1,0,0,0,0,0,0,0
6171,Best Wok Chinese,7.0,4533.812725203202,1,1,0,0,0,1,0,0,0
6172,Gachi House of Sushi,9.0,15529.821174484143,0,0,0,0,0,0,0,0,0
6173,Mother's Ruin,7.0,1765.2195890615847,1,1,0,0,0,0,0,0,0
6174,Hunan by the Falls,8.0,25415.49696344942,0,0,0,0,0,1,0,0,0
6175,The Beignet Bar,10.0,12841.067777675335,0,0,0,0,0,0,0,0,0
6176,Orinoco,8.0,4224.258928217147,1,1,0,0,0,0,0,0,0
6177,The Diggs,9.0,6096.348031178776,0,0,0,0,0,0,0,0,1
6178,Rusty's Wharf,9.0,27346.66937960634,1,0,0,0,0,0,0,0,0
6179,T&E,10.0,4470.2330504803185,0,0,0,0,0,0,0,0,0
6180,The Goat - Sobro,9.0,1843.4438891814434,1,0,1,0,0,0,0,0,0
6181,Shake No Eight,6.0,2131.965522299291,1,1,0,0,1,0,0,0,0
6182,Calypso Cafe,8.0,4669.90802813097,1,0,0,0,0,0,0,0,0
6183,Tijuana Tacos 3,8.0,3522.2361388720064,1,1,0,0,0,0,0,0,0
6184,Soba,8.0,4410.93579438505,1,0,0,0,0,0,0,0,0
6185,Bar Symon,8.0,2906.756557958266,0,0,1,0,0,0,0,0,0
6186,Hiro Ramen & Tea,8.0,10082.17645804303,0,0,0,0,0,0,0,0,0
6187,Marination,8.0,1215.7704100328806,1,0,0,0,0,0,0,0,0
6188,Benevento's,8.0,2244.3714185849976,1,1,0,0,0,0,0,0,0
6189,Rebel Wings,2.0,5088.584381823896,1,1,1,0,0,0,0,0,0
6190,Bun & Oc,8.0,3411.4550024852906,1,0,0,0,0,0,0,0,0
6191,Cinco De Mayo Tacqueria Y Tortilleria,8.0,4212.982790114283,1,0,0,0,0,0,0,0,0
6192,Fiorella,9.0,7796.722068837934,1,0,0,0,0,0,0,0,0
6193,Pioneer Pizza,9.0,25248.315366038256,0,0,0,0,0,0,0,1,0
6194,Mi Rinconcito Mexicano,8.0,6193.831352799149,1,0,0,0,0,0,0,0,0
6195,Pizza Care,7.0,797.0230806448841,1,1,0,0,0,0,0,1,0
6196,Barrels and Brews,9.0,18603.66896689424,0,0,0,0,0,0,0,0,0
6197,Luca Osteria,9.0,3097.98788573908,0,0,0,0,0,0,0,0,0
6198,Gaul & Co. Malthouse,9.0,2346.5689219950928,1,0,1,0,0,0,0,0,0
6199,Tony's Famous Tomato Pie,8.0,5778.87727872168,1,1,0,0,0,0,0,1,0
6200,Mike & Dee's Diner,9.0,3274.9350990361318,1,1,0,0,0,0,0,0,0
6201,The Quiet Few,10.0,3614.358420462823,0,0,0,0,0,0,0,0,0
6202,Heart State Brewing,10.0,11454.952465192502,0,0,0,0,0,0,0,0,0
6203,Hunan Solon,7.0,19449.525243386302,1,0,0,0,0,1,0,0,0
6204,Saffron Street,10.0,2541.6709495479167,0,0,0,0,0,0,0,0,0
6205,Botteco Brazil,9.0,12641.515894964647,0,0,0,0,0,0,0,0,0
6206,Big Daddy's Donuts,7.0,7440.903812200791,0,0,0,0,0,0,0,0,0
6207,Akbar Restaurant,8.0,1237.8076465650652,1,1,0,0,0,0,0,0,0
6208,Red Mill Burgers,8.0,4083.522298079811,0,0,0,0,0,0,1,0,0
6209,Zylberschtein's Delicatessen & Bakery,8.0,10181.468437840333,1,1,0,1,0,0,0,0,0
6210,Northstar Café,8.0,8294.202347195022,1,1,0,0,1,0,0,0,0
6211,Wahlburgers,7.0,15149.123797920736,1,1,0,0,0,0,1,0,0
6212,Pupuseria Sabor Latino II,10.0,1861.5461995006508,1,1,0,0,0,0,0,0,0
6213,Rachel's Ginger Beer - Pike Place Market,9.0,1822.6506262726266,1,0,0,0,0,0,0,0,0
6214,Elwood,10.0,4222.581740175362,1,0,1,0,0,0,0,0,0
6215,Chestnut Hill Brewing Company,9.0,10795.064010586058,1,0,0,0,0,0,0,0,0
6216,Earnest Bar & Hideaway,8.0,933.7665084352444,1,0,1,0,0,0,0,0,0
6217,Daytime,9.0,5385.310421603577,1,0,0,0,0,0,0,0,0
6218,Ma'ono Fried Chicken,8.0,4922.404248060916,1,0,0,0,0,0,0,0,0
6219,Tomori's Pizza & Subs,9.0,11175.129774084498,1,0,0,0,0,0,0,1,0
6220,Rabbit Rabbit Tea,8.0,1489.3612377893778,1,1,0,0,0,0,0,0,0
6221,Broad Deli,8.0,3751.1174449440186,0,0,0,0,0,0,0,0,0
6222,Garlic 'n Lemons,8.0,5023.656230037646,1,1,0,0,0,0,0,0,0
6223,Our Zone,9.0,5918.767106240402,1,0,0,0,0,0,0,0,0
6224,En Hakkore 2.0,9.0,471.5212124464155,1,1,0,0,0,0,0,0,0
6225,Subway,5.0,2383.2655839666922,1,1,0,0,0,0,0,0,0
6226,The Food Fort,10.0,4688.786945998775,0,0,0,0,0,0,0,0,1
6227,Richies Cafe,10.0,3734.5615844256754,0,0,0,0,1,0,0,0,0
6228,Brimstone Woodfire Grill,8.0,7436.830092360334,1,0,1,0,0,0,0,0,0
6229,Colbie's Southern Kissed Chicken,7.0,28376.96376052049,1,1,0,0,0,0,0,0,0
6230,Layali Cuisine,10.0,1099.8003103261826,1,1,0,0,0,0,0,0,0
6231,Green Rock Tavern,9.0,2506.045393388951,1,1,0,0,0,0,0,0,0
6232,Isarn Thai Soul Kitchen,9.0,6155.050248929076,1,1,0,0,0,0,0,0,0
6233,Marrakesh Express,10.0,3205.7734121546623,0,0,0,0,0,0,0,0,0
6234,Little Lazo’s Latin Cafe,9.0,1569.0424420105828,1,0,0,0,0,0,0,0,0
6235,Amerigo Italian Restaurant,8.0,2640.168504142582,1,1,0,0,0,0,0,0,0
6236,BricknFire at Baltimore Marriott Inner Harbor at Camden Yards,9.0,2690.5207521993334,1,1,0,0,0,0,0,1,0
6237,Brown's Diner,8.0,2532.1050400717527,1,0,0,0,0,0,0,0,0
6238,Dolores But You Can Call Me Lolita,8.0,9560.73985606065,1,0,1,0,0,0,0,0,0
6239,Sizka Restaurant,9.0,4325.561964456272,1,0,0,0,0,0,0,0,0
6240,Island Shack Food Truck,10.0,4562.750437408309,0,0,0,0,0,0,0,0,1
