,name,rating,distance,delivery,pickup,American,Bakeries,Cafes,Chinese,Fast Food,Pizza,Street Vendors
1385,Il Panino Cafe & Grill,8.0,3702.791493078523,1,1,0,0,0,0,0,0,0
1386,Guy Fieri's Flavortown Kitchen,5.0,7660.661645468021,1,0,0,0,0,0,0,0,0
1387,Paris Café,6.0,19437.5488573824,0,0,0,0,1,0,0,0,0
1388,The Barbeque Pit,9.0,3324.055378405822,1,0,0,0,0,0,0,0,0
1389,Singh's Roti Shop,8.0,3531.010047201011,1,1,0,0,0,0,0,0,0
1390,The Fly,7.0,3993.724288186935,1,0,0,0,0,0,0,0,0
1391,Oak Steakhouse Nashville,9.0,2032.931861161173,1,0,0,0,0,0,0,0,0
1392,Corner Pub Downtown,7.0,2796.6363914542812,1,1,0,0,0,0,0,0,0
1393,Sainato's at Rivergate,8.0,2949.0147939648764,1,1,0,0,0,0,0,1,0
1394,Judy's Bay,9.0,3163.6872897602034,0,0,0,0,0,0,0,0,0
1395,Vista Peru,8.0,6281.687252128845,1,1,0,0,0,0,0,0,0
1396,Rood Food and Pie,9.0,11895.805697316875,1,0,0,0,0,0,0,0,0
1397,Salam Cafe and Market,10.0,6013.858888756871,1,1,0,0,0,0,0,0,0
1398,The Land of Kush,8.0,1487.8644999500614,1,1,0,0,0,0,0,0,0
1399,Root & Bone,8.0,5539.0165773771805,1,1,0,0,0,0,0,0,0
1400,Café Poupon,8.0,2017.8744044883485,1,0,0,0,1,0,0,0,0
1401,Soup Shack - Brookline,9.0,4554.444404670474,1,1,0,0,0,0,0,0,0
1402,Lee's Seafood Boil North Olmsted,8.0,18180.029593342977,1,1,0,0,0,0,0,0,0
1403,Wolfgang Puck Express,8.0,6715.48390645856,1,0,1,0,0,0,0,0,0
1404,Eparepa  Doral,8.0,7119.124494588219,1,1,0,0,0,0,0,0,0
1405,Gaucho Parrilla Argentina,9.0,1990.397527036184,1,0,0,0,0,0,0,0,0
1406,Taste of Guizhou,10.0,4643.179599208596,1,1,0,0,0,1,0,0,0
1407,Degthai,9.0,4610.496645610526,1,1,0,0,0,0,0,0,0
1408,Kim & Carlo's Hot Dog Stand,9.0,6611.139220283491,1,0,0,0,0,0,0,0,0
1409,Thai Singha House,7.0,8756.44429233392,1,1,0,0,0,0,0,0,0
1410,Monti's,9.0,7159.270661756246,1,1,0,0,0,0,0,0,0
1411,Tip Top Kitchen & Cocktails,8.0,5339.584656000794,1,0,0,0,0,0,0,0,0
1412,Grilled Cheese & Company,8.0,10566.63780971982,1,1,0,0,0,0,0,0,0
1413,Coney Shack,9.0,6328.378079277364,1,0,0,0,0,0,0,0,1
1414,Bakehaus,10.0,9285.555924674116,0,0,0,0,0,0,0,0,0
1415,Girl & The Goat,9.0,3394.213019789188,1,0,1,0,0,0,0,0,0
1416,The Standard,8.0,16183.945799967933,1,1,1,0,0,0,0,0,0
1417,Kong Kee,8.0,1520.4667171903654,0,0,0,0,0,1,0,0,0
1418,Latin Sabor,9.0,1362.5185248699065,1,1,0,0,0,0,0,0,0
1419,Texican,9.0,2988.8479798618428,1,1,0,0,0,0,0,0,0
1420,TGI Fridays,4.0,7992.471288287756,1,1,1,0,0,0,0,0,0
1421,Erdman Seafood & Chicken,6.0,3349.882107891867,0,0,0,0,0,0,0,0,0
1422,El Turco Turkish Food,9.0,12306.64543498892,1,0,0,0,0,0,0,0,0
1423,Black Bottle,8.0,1529.5990348353623,1,0,1,0,0,0,0,0,0
1424,Miki’s Park,9.0,4190.760876706855,1,1,0,0,0,0,0,0,0
1425,Stadium,7.0,10193.649412997976,1,1,0,0,0,0,0,0,0
1426,Happy Express Cafe,8.0,1032.794242043655,1,0,0,0,0,0,0,0,0
1427,LB Bakery,7.0,2256.7973111480665,1,0,0,0,1,0,0,0,0
1428,Ray Ray's Hog Pit,9.0,6085.082787580052,1,0,0,0,0,0,0,0,1
1429,Della Sala's Pizza,9.0,12680.419850331102,0,0,0,0,0,0,0,1,0
1430,The Boiler Room,7.0,2503.531656243034,1,0,0,0,0,0,0,1,0
1431,District North,9.0,5173.78843578642,1,1,0,0,0,0,0,0,0
1432,Quinn's,8.0,1770.9111570197238,1,1,1,0,0,0,0,0,0
1433,Cilantro Taqueria,10.0,19581.2658708033,0,0,0,0,0,0,0,0,0
1434,Dumplings & Things,7.0,3912.3137335624197,1,0,0,0,0,0,0,0,0
1435,Tryzub Ukrainian Kitchen,9.0,1096.043346544049,1,1,0,0,0,0,0,0,0
1436,Pho Thang Cafe,8.0,3518.8610265304187,1,0,0,0,0,0,0,0,0
1437,Rolf and Daughters,9.0,4682.796345563935,1,0,1,0,0,0,0,0,0
1438,Tatte Bakery & Cafe,8.0,1304.3145083165514,1,0,0,0,0,0,0,0,0
1439,Pasta and Cream,9.0,24982.93903228213,1,1,0,0,0,0,0,0,0
1440,Bar Botanico,9.0,3375.1516935194404,1,1,0,0,0,0,0,0,0
1441,Flavors Famous Street Food,9.0,5633.277372971191,1,1,0,0,0,0,1,0,0
1442,GiGi’s Place,10.0,26635.151439943173,0,0,0,0,0,0,0,0,0
1443,The Lobster Shack,9.0,15665.292916508306,1,1,0,0,0,0,0,0,0
1444,Parlor Coffee,9.0,2203.5234679492887,1,0,0,0,1,0,0,0,0
1445,Golden China Wok Restaurant,9.0,2741.852028128049,1,0,0,0,0,1,0,0,0
1446,Wise Guy's BBQ and Catering,10.0,28969.6161664854,0,0,0,0,0,0,0,0,0
1447,Tacos vs Burritos Cantina,8.0,17692.721724889594,1,1,0,0,0,0,0,0,0
1448,Mad Tropical,8.0,5713.701456209729,1,1,0,0,0,0,0,0,0
1449,Sakura Cafe II,8.0,2597.697676380788,1,1,0,0,0,0,0,0,0
1450,Coalfire Pizza,9.0,2172.255031254014,1,1,0,0,0,0,0,1,0
1451,City Tavern,8.0,3824.127321437946,1,1,1,0,0,0,0,0,0
1452,Baegopa,8.0,3159.217086505547,1,0,0,0,0,0,0,0,0
1453,Los Verdes Doral,6.0,10490.137266529895,1,0,0,0,0,0,1,0,0
1454,Uncle Bud's,8.0,10292.293706013452,1,1,0,0,0,0,0,0,0
1455,Fuel & Fuddle,7.0,1941.3470937973439,1,1,0,0,0,0,0,0,0
1456,anoush'ella,9.0,1016.4932751129874,1,1,0,0,0,0,0,0,0
1457,Rubinstein Bagels - Capitol Hill,7.0,1739.2444367759153,0,0,0,0,0,0,0,0,0
1458,Crazy Gnome Brewery,9.0,4788.098270972555,0,0,0,0,0,0,0,0,0
1459,Macelleria,10.0,8262.604093233938,0,0,0,0,0,0,0,0,0
1460,Shokku Ramen,6.0,2492.714154928585,1,1,0,0,0,0,0,0,0
1461,Machine: Engineered Dining & Drink,8.0,356.63786456204923,1,1,1,0,0,0,0,0,0
1462,Wilbert's Food & Music,8.0,2947.381929941225,1,0,0,0,0,0,0,0,0
1463,Cacio E Pepe,9.0,8142.672060922644,1,1,0,0,0,0,0,0,0
1464,The Delta,9.0,759.8277646432997,1,1,0,0,0,0,0,0,0
1465,Cumin,8.0,446.4570185141685,1,1,0,0,0,0,0,0,0
1466,La Pasta,10.0,8457.609450391095,1,1,0,0,0,0,0,0,0
1467,B Bistro + Bakery,9.0,9856.765536771709,1,1,0,1,0,0,0,0,0
1468,Mama Maria Salo’s Kitchen,10.0,7237.9231870184685,0,0,0,0,0,0,0,0,0
1469,Rishi Restaurant,10.0,2551.807239949617,1,1,0,0,0,0,0,0,0
1470,Frenchie's,9.0,3188.9022429804577,1,0,0,0,0,0,0,0,0
1471,Mecca Cafe,7.0,1575.2663940253142,1,1,1,0,0,0,0,0,0
1472,Ellenos Real Greek Yogurt,10.0,1874.420468333627,1,1,0,0,0,0,0,0,0
1473,Blue Habanero,8.0,17571.854703714507,0,0,0,0,0,0,0,0,0
1474,Pelicana Chicken,8.0,1513.6050670159134,1,1,0,0,0,0,0,0,0
1475,Linsy's Hispanic Store,9.0,13033.369575305966,1,1,0,0,0,0,0,0,0
1476,Looking Glass Bar,6.0,5509.776871296089,1,0,1,0,0,0,0,0,0
1477,The Royal Menu,4.0,1972.9095203530217,1,1,0,0,0,0,0,1,0
1478,Cancillas,7.0,1807.9780960345734,1,1,0,0,0,0,0,0,0
1479,Donkey's Place,9.0,7964.855567384377,1,1,0,0,0,0,0,0,0
1480,Death Ave,7.0,5112.015349612216,1,1,0,0,0,0,0,0,0
1481,The Fairview,8.0,6205.003994860337,1,0,0,0,0,0,0,0,0
1482,Hajimaru Fishtown,9.0,3942.9423932662094,1,0,0,0,0,0,0,0,0
1483,Whitman’s SOHO,8.0,2485.813109096739,1,1,1,0,0,0,0,0,0
1484,Nili,9.0,2906.4857315535896,1,0,0,0,1,0,0,0,0
1485,Dumpling Cafe,6.0,775.5154250007205,1,1,0,0,0,0,0,0,0
1486,Mi & Yu Noodle Bar,7.0,3469.182109574088,1,1,0,0,0,0,0,0,0
1487,The Surf Club Restaurant,8.0,21687.51691827348,1,0,1,0,0,0,0,0,0
1488,Wings And Ribs,9.0,6596.830919761453,0,0,0,0,0,0,0,0,0
1489,Hangry's,9.0,6468.278590919456,1,1,0,0,0,0,1,0,0
1490,Malakor Thai Isaan,9.0,3224.5551997955918,1,0,0,0,0,0,0,0,0
1491,Club 80’s Bar & Grill,8.0,19661.171772229998,0,0,0,0,0,0,0,0,0
1492,Papa Turney's,9.0,15133.515418729055,1,1,0,0,0,0,0,0,0
1493,Alma Gaucha,9.0,2239.8125719180166,1,1,0,0,0,0,0,0,0
1494,7-7 Cafe,10.0,1243.0541962886978,0,0,0,0,1,0,0,0,0
1495,Bartaco,9.0,24961.0697530316,1,0,0,0,0,0,0,0,0
1496,Sushi Gallery,9.0,870.9310303108638,1,0,0,0,0,0,0,0,0
1497,Big kids,9.0,3482.7269389278763,1,1,0,0,0,0,0,0,0
1498,Laredo's Grill,8.0,804.7804131846011,1,1,0,0,0,0,0,0,0
1499,Gabriella's Gourmet On the Go,9.0,2297.180711206831,1,0,0,0,0,0,0,0,0
1500,"Basic Biscuits, Kindness & Coffee",9.0,5109.170189609318,1,0,0,0,1,0,0,0,0
1501,Caribe Cafe Restaurant,7.0,5524.722538573021,1,1,0,0,0,0,0,0,0
1502,Kintaro - Willowick,8.0,26368.530612229377,1,1,0,0,0,0,0,0,0
1503,Aladdin's Eatery,8.0,9888.598172520136,1,1,0,0,0,0,0,0,0
1504,Alma Cocina Latina,9.0,613.5131326110715,1,0,0,0,0,0,0,0,0
1505,Breadberry Local,10.0,7298.515855516812,1,0,0,0,0,0,0,0,0
1506,Osa Coffee Roasters,9.0,1661.4526919240298,1,0,0,0,1,0,0,0,0
1507,Green Garden Village,9.0,1519.8190680790055,1,0,0,0,0,0,0,0,0
1508,Lassen & Hennigs,10.0,648.4904399783438,1,0,0,0,0,0,0,0,0
1509,Classic Pizza,6.0,268.54026224706894,1,1,0,0,0,0,0,1,0
1510,Kelly's Roast Beef,6.0,6262.046760213499,1,0,0,0,0,0,0,0,0
1511,Gyu-Kaku Japanese BBQ,8.0,10393.475955073238,1,0,0,0,0,0,0,0,0
1512,Hero Champ,8.0,5613.803130322277,1,0,0,0,0,0,0,0,0
1513,Kay Bob's Grill & Ale,8.0,2233.415449664319,1,1,0,0,0,0,0,0,0
1514,Clavel,9.0,1160.5607703557323,1,0,0,0,0,0,0,0,0
1515,9Zaab,8.0,2932.3702409631637,1,1,0,0,0,0,0,0,0
1516,Rincón Criollo,7.0,4998.902946037168,1,0,0,0,0,0,0,0,0
1517,Hoshi & Sushi,9.0,19023.856958059783,1,1,0,0,0,0,0,0,0
1518,Robert Is Here,9.0,40152.55600583363,1,0,0,0,0,0,0,0,0
1519,Seed + Mill,9.0,4183.62631647822,1,1,0,0,0,0,0,0,0
1520,J and J Restaurant & Takeout,9.0,3929.5748142800367,1,1,0,0,0,0,0,0,0
1521,Jim's Famous Sauce,8.0,13016.748800989983,1,0,0,0,0,0,0,0,0
1522,Tonys Coneys,7.0,28634.434326989256,0,0,0,0,0,0,0,0,0
1523,Pho Minh,8.0,3722.4109930526497,0,0,0,0,0,0,0,0,0
1524,LaRoux Creole Kitchen,10.0,19501.857736337573,1,1,0,0,0,0,0,0,0
1525,Panda Noodle Bar,9.0,4367.885672030334,1,0,0,0,0,1,0,0,0
1526,Food Wall Chinese Restaurant,7.0,4236.6533942821825,1,1,0,0,0,1,0,0,0
1527,Cajun Boil,9.0,7428.504860136401,1,0,0,0,0,0,0,0,0
1528,Royal Carryout,8.0,7456.50907839112,1,0,0,0,0,0,0,0,0
1529,SASA,8.0,6840.808912570861,1,0,0,0,0,0,0,0,0
1530,Hong Qi Gong,9.0,6159.116007186639,1,0,0,0,0,0,0,0,0
1531,Jong Ka Jib,9.0,5607.582854272851,1,1,0,0,0,0,0,0,0
1532,Hi Spot Cafe,8.0,3739.0624325480962,1,0,1,0,0,0,0,0,0
1533,Spice and Fire Grill,9.0,20543.110171066342,1,1,0,0,0,0,0,0,0
1534,Salsa Grill,8.0,11077.03242791908,1,1,0,0,0,0,0,0,0
1535,Rising Star Coffee Roasters,8.0,1253.895927404968,0,0,0,0,1,0,0,0,0
1536,Anna's Taqueria,7.0,1491.8812006681942,1,1,0,0,0,0,0,0,0
1537,Sarge's Delicatessen Downtown,10.0,2471.2702034517006,1,1,0,0,0,0,0,0,0
1538,Byblos,9.0,3538.3717005431095,1,1,0,0,0,0,0,0,0
1539,North Italia,8.0,4889.062494749521,1,0,0,0,0,0,0,0,0
1540,Gracefully,6.0,3709.429489865144,1,1,0,0,0,0,0,0,0
1541,Three Dots and A Dash,8.0,4232.7281042256345,1,1,0,0,0,0,0,0,0
1542,Stephanie's,6.0,4674.233229674088,0,0,1,0,0,0,0,0,0
1543,Tony Express,10.0,3005.4718425892283,1,1,0,0,0,0,0,0,1
1544,Hen Chicken Rice,9.0,4136.413872196756,1,1,0,0,0,0,0,0,0
1545,Mezzo,8.0,1467.9373009818853,1,1,0,0,0,0,0,0,0
1546,Dolce Vita Pizza,6.0,1913.1260360949257,1,1,0,0,0,0,0,1,0
1547,Aspendo's Turkish Kebab House,9.0,8940.351397463504,1,1,0,0,0,0,0,0,0
1548,Cantina Dos Segundos,8.0,4579.347809518233,0,0,0,0,0,0,0,0,0
1549,Street Noodles,9.0,1753.5625022177596,1,1,0,0,0,0,0,0,0
1550,El Trompo Taco Shop,9.0,23110.612169287117,1,0,0,0,0,0,0,0,0
1551,Punta Cana Restaurant,9.0,3368.70628636684,1,1,0,0,0,0,0,0,0
1552,Lark,8.0,5012.919530609442,1,1,0,0,0,0,0,1,0
1553,The Tilted Row,9.0,1702.9802923644036,1,0,1,0,0,0,0,0,0
1554,The Golden Door,8.0,7000.296813727501,0,0,0,0,0,0,0,0,0
1555,Dozen Bakery,9.0,456.93552397293365,1,0,0,1,0,0,0,0,0
1556,Nick's Rotisserie,8.0,3421.2492677045943,1,1,0,0,0,0,0,0,0
1557,Cafe Moulin,8.0,3960.923589526169,1,1,0,0,0,0,0,0,0
1558,Butcher and the Brewer,8.0,3227.9234428051445,1,0,1,0,0,0,0,0,0
1559,Homestyle Dim Sum,7.0,3202.8110962807305,1,1,0,0,0,0,0,0,0
1560,Jalapeños Market & Bakery,8.0,9994.845864102372,0,0,0,0,0,0,0,0,0
1561,Sugar and Spice Thai Food and More,9.0,16325.058836707074,1,1,0,0,0,0,0,0,0
1562,Zak The Baker,9.0,10268.092478276687,1,0,0,0,0,0,0,0,0
1563,Jack's Chicken Shack,9.0,615.9416805200319,1,0,0,0,0,0,0,0,0
1564,Fire Tacos De Birria,9.0,27980.473798496812,0,0,0,0,0,0,0,0,1
1565,AJA Food Truck,7.0,2681.9321745341185,0,0,0,0,0,0,1,0,0
1566,Hole 19 - Scratch Kitchen + Bar,8.0,6870.245704610056,1,0,0,0,0,0,0,0,0
1567,Guthrie's Chicken Fingers,8.0,2108.475708425229,1,1,0,0,0,0,1,0,0
1568,Darfons Restaurant & Lounge,9.0,10007.461567016097,1,0,1,0,0,0,0,0,0
1569,The Cleveland Brewery,9.0,16175.594120409207,0,0,0,0,0,0,0,0,0
1570,Cloudy Donut,9.0,3600.269590122945,1,1,0,0,0,0,0,0,0
1571,Shawerma Bite,9.0,1407.4757912732205,1,1,0,0,0,0,0,0,0
1572,Lil Red’s Takeout and Catering,9.0,7583.023641621828,1,1,0,0,0,0,0,0,0
1573,Heart of Gold,9.0,3559.4237250423193,0,0,0,0,0,0,0,0,0
1574,Spud Fish & Chips,8.0,7504.789484464859,1,1,0,0,0,0,0,0,0
1575,Dick's Drive-In,7.0,15390.120406453392,0,0,0,0,0,0,1,0,0
1576,Noodle Topia,8.0,14435.213218077022,1,1,0,0,0,0,0,0,0
1577,Boqueria - Fulton Market,9.0,3215.050624758406,1,1,0,0,0,0,0,0,0
1578,Senetaste Restaurant,10.0,18967.258476501305,0,0,0,0,0,0,0,0,0
1579,Peshwari Kabobs,9.0,13808.529628509174,1,1,0,0,0,0,0,0,0
1580,UJerk Caribbean Eatery,9.0,3182.34586662928,1,1,0,0,0,0,0,0,0
1581,Nomad Pizza Company,9.0,7385.659361414542,1,1,0,0,0,0,0,1,0
1582,Cheese House,9.0,25652.325113440456,0,0,0,0,0,0,0,0,0
1583,Delimanjoo,8.0,4751.532654600359,0,0,0,0,0,0,0,0,1
1584,Jonathan's Grille,7.0,17048.309110833117,1,1,0,0,0,0,0,0,0
1585,Piada Italian Street Food,9.0,4840.396053268329,1,0,0,0,0,0,0,0,0
1586,LeBus East Falls,7.0,6520.704927429617,1,0,1,0,0,0,0,0,0
1587,Barking Shark Bar & Grill,5.0,4614.3967105434795,0,0,0,0,0,0,0,0,0
1588,GoGo-Gi,8.0,15390.119061533083,1,0,0,0,0,0,0,0,0
1589,Omar Grill,7.0,3464.4432871785402,1,1,0,0,0,0,0,0,0
1590,Ethiopian Cafe,9.0,4215.651699975415,1,1,0,0,0,0,0,0,0
1591,Wang's Chinese Kitchen,8.0,3134.0242802455527,1,1,0,0,0,1,0,0,0
1592,Swezey's Pub,9.0,35109.904830925814,0,0,0,0,0,0,0,0,0
1593,Killer Melts,9.0,15774.430768614915,1,1,0,0,0,0,1,0,0
1594,Victoria Gastro Pub,8.0,19806.33467539943,1,0,0,0,0,0,0,0,0
1595,The Crepe Shop,10.0,4390.398892268004,1,1,0,0,0,0,0,0,0
1596,Teriyaki Fresh,10.0,24377.99681662837,1,1,0,0,0,0,0,0,0
1597,Paninis Bar & Grill,7.0,3027.6559951112404,1,0,0,0,0,0,0,0,0
1598,Wolf's Ridge Brewing,8.0,4933.557077183602,1,1,0,0,0,0,0,0,0
1599,Dolce & Caffè,9.0,4883.761216093813,1,1,0,0,1,0,0,0,0
1600,Ghost Pepper Taqueria & Tequila,8.0,21378.86767499497,0,0,0,0,0,0,0,0,0
1601,Sea Wolf Bakers,9.0,2910.1304990451376,1,0,0,1,0,0,0,0,0
1602,Thomasena's  Restaurant,7.0,3378.138070796667,1,1,0,0,0,0,0,0,0
1603,BIBIBOP Asian Grill,8.0,23422.97890105999,1,0,0,0,0,0,0,0,0
1604,South Side BBQ Company Truck,7.0,1716.620848330646,0,0,0,0,0,0,0,0,1
1605,Meetea Cafe- Capitol Hill,8.0,1861.3677600447304,1,1,0,0,0,0,0,0,0
1606,Teschner's Tavern,9.0,25223.31204156478,0,0,0,0,0,0,0,0,0
1607,Marathon Diner,8.0,23293.481209680696,0,0,0,0,0,0,0,0,0
1608,TERIKING,9.0,769.8472183782035,1,1,0,0,0,0,0,0,0
1609,Al Sham Restaurant,9.0,5089.611343740369,1,1,0,0,0,0,0,0,0
1610,D' La Santa,9.0,2095.1433117626225,1,1,0,0,0,0,0,0,0
1611,Lucky’s 3 Star,8.0,1103.6105590481186,0,0,0,0,0,0,0,0,0
1612,Zanzibar Soul Fusion,7.0,3111.896757418319,1,1,0,0,0,0,0,0,0
1613,Harry Buffalo,7.0,12025.888849767212,1,0,0,0,0,0,1,0,0
1614,TKK Fried Chicken,8.0,1978.550120300184,1,0,0,0,0,0,0,0,0
1615,Chi Mac - Seattle,8.0,4396.824388719905,1,1,0,0,0,0,0,0,0
1616,Totto Ramen,8.0,2628.708636037344,1,1,0,0,0,0,0,0,0
1617,Al's State Street Cafe,9.0,1856.4316297424812,1,1,0,0,0,0,0,0,0
1618,Pokeworks,8.0,6772.58953868626,1,1,0,0,0,0,0,0,0
1619,Puyero Venezuelan Flavor,9.0,7218.384633937401,1,1,0,0,0,0,0,0,0
1620,Dutch Bros Coffee,9.0,31018.7309545059,0,0,0,0,0,0,0,0,0
1621,Dune Oceanfront Burger Lounge,8.0,14721.373069777872,0,0,0,0,0,0,1,0,0
1622,Tamale and Taco Cart,10.0,11256.940032584263,0,0,0,0,0,0,0,0,1
1623,Casa Latina 1986,10.0,15767.605726176418,1,1,0,0,0,0,0,0,0
1624,Gourmet Dumpling House,7.0,962.1693953226891,1,0,0,0,0,1,0,0,0
1625,Del Rossi's Cheesesteak,7.0,5092.11821194397,1,1,0,0,0,0,0,1,0
1626,NaiYaRa,8.0,15151.79103964342,1,1,0,0,0,0,0,0,0
1627,Crushed by Giants,9.0,4562.278615821764,0,0,0,0,0,0,0,0,0
1628,Bistro 19,8.0,9064.982413714923,1,1,1,0,0,0,0,0,0
1629,The Box & Burgers Eatery,9.0,14589.917559905232,1,0,0,0,0,0,0,0,0
1630,Maruichi Japanese Food & Deli,9.0,12667.206718163965,0,0,0,0,0,0,0,0,0
1631,Roots Natural Kitchen,10.0,1460.7817749445794,1,1,0,0,0,0,0,0,0
1632,Corazon Helado Ice Cream,10.0,4144.081064298119,0,0,0,0,0,0,0,0,0
1633,Hendu's Sandwich Shop,10.0,6561.388335201562,0,0,0,0,0,0,0,0,0
1634,Dantini Pizza,10.0,2953.0606079064482,0,0,0,0,0,0,0,1,0
1635,Modoo Restaurant,9.0,22884.396387974917,1,0,0,0,0,0,0,0,0
1636,Aklan Buffet And Sushi,9.0,10237.850761965921,1,1,0,0,0,0,0,0,0
1637,Jim's Steaks South Street Steaks and Hoagies,7.0,17634.867096679638,0,0,0,0,0,0,0,0,0
1638,Janik's Cafe,8.0,233.29509638432333,1,1,0,0,0,0,0,0,0
1639,Beer Barrel Pizza and Grill,7.0,12217.005548567513,1,0,0,0,0,0,0,1,0
1640,Neighborhood Ramen,8.0,7276.4522332007755,1,0,0,0,0,0,0,0,0
1641,El Rincon Oaxaqueño,10.0,970.7762315385668,0,0,0,0,0,0,0,0,1
1642,B & M Market & Rhoti Shop,9.0,14250.34947182068,1,1,0,0,0,0,0,0,0
1643,Goosefeather,8.0,40134.78754558101,1,1,0,0,0,0,0,0,0
1644,Queen Of Sheba,9.0,4240.093809736358,1,1,0,0,0,0,0,0,0
1645,MR Bulgogi,9.0,7759.122549429753,0,0,0,0,0,0,0,0,1
1646,Rice Burg,8.0,19037.34046588694,1,1,0,0,0,0,0,0,0
1647,Victor's Taco Shop Ohio,9.0,31838.309619683612,1,1,0,0,0,0,0,0,0
1648,Fou Lee Market,8.0,7628.916778817328,1,0,0,0,0,0,0,0,0
1649,Nori Ramen & Poke Bowl,8.0,11551.4518175696,1,1,0,0,0,0,0,0,0
1650,Momoyama Ramen & Hawaiian BBQ,9.0,15272.017149559577,1,1,0,0,0,0,0,0,0
1651,San Antonio Taco Co,7.0,2320.645810025969,1,0,0,0,0,0,0,0,0
1652,Pyramids Cafe,8.0,10323.359242550367,1,0,0,0,0,0,0,0,0
1653,Steak Brasil Churrascaria,8.0,9874.514408662397,1,1,0,0,0,0,0,0,0
1654,Azorean Cafe,9.0,3182.342689415165,1,1,0,0,0,0,0,0,0
1655,Cherry Street Thai,9.0,3486.7116413562485,1,0,0,0,0,0,0,0,0
1656,TENN,8.0,2576.4021419501387,1,1,1,0,0,0,0,0,0
1657,East Coast Wings & Grill,7.0,2404.457426791758,1,1,0,0,0,0,1,0,0
1658,Biscuit Love: Gulch,8.0,1842.3700462708289,1,1,0,0,0,0,0,0,0
1659,Olentangy River Brewing Company,9.0,15998.716768262928,1,0,0,0,1,0,0,0,0
1660,Mamma Roma,9.0,28607.491265590335,1,0,0,0,0,0,0,0,0
1661,Subba Asian Restaurant,9.0,2140.046513638497,1,1,0,0,0,0,0,0,0
1662,Delicious Dishes,8.0,18640.924996386224,1,1,0,0,0,0,0,0,0
1663,Pistacia Vera,9.0,6731.172090960019,1,0,0,1,0,0,0,0,0
1664,Halal China Bistro,6.0,13130.153560315612,1,1,0,0,0,1,0,0,0
1665,Lashish the Greek,9.0,6785.470576350022,1,1,0,0,0,0,0,0,0
1666,CAVA,8.0,4027.463998660561,0,0,0,0,0,0,0,0,0
1667,56 Kitchen,9.0,21648.140952681646,1,1,1,0,0,0,0,0,0
1668,Hogwood BBQ,9.0,21769.64363336504,1,1,0,0,0,0,0,0,0
1669,Frankie's Pizza,9.0,10643.879638183498,1,0,0,0,0,0,0,1,0
1670,TennFold Brewing,9.0,9142.155463671732,1,1,0,0,0,0,0,1,0
1671,Ninano,9.0,3183.931826952865,0,0,0,0,0,0,0,0,0
1672,PAVO,8.0,13868.322475307006,1,1,0,0,0,1,0,0,0
1673,Other Half Brewing Philadelphia,8.0,4383.816219770427,0,0,0,0,0,0,0,0,0
1674,Grillbird,9.0,9512.949303699652,1,1,0,0,0,0,0,0,0
1675,Same Day Cafe,9.0,3660.2762900504094,1,0,0,0,0,0,0,0,0
1676,Cole's Kitchen,8.0,5209.528831673926,1,0,1,0,0,0,0,0,0
1677,Pecos Pit Bar-B-Que,8.0,4810.4311025876295,1,1,0,0,0,0,0,0,0
1678,Hook & Reel Cajun Seafood & Bar,8.0,9406.390814077324,1,1,0,0,0,0,0,0,0
1679,Sláinte Irish Pub and Restaurant,8.0,3349.2218323179086,1,0,0,0,0,0,0,0,0
1680,Ziggy's,7.0,28698.808104435375,1,0,0,0,0,0,0,0,0
1681,DMK Burger Bar,8.0,3953.815121728274,1,1,0,0,0,0,1,0,0
1682,Hey I Am Yogost我是酸奶君,8.0,3875.7975086394304,0,0,0,0,0,0,0,0,0
1683,Wild Mango,7.0,14339.479578452116,0,0,0,0,0,0,0,0,0
1684,Landhaus,8.0,182.66900520383925,0,0,0,0,0,0,0,0,0
1685,Claudia's At Evil Twin Brewing,10.0,7666.691612860853,1,1,0,0,0,0,0,0,0
1686,Bar Goto Niban,9.0,3160.724357672836,1,0,0,0,0,0,0,0,0
1687,Strangelove's,8.0,6980.945330673211,1,1,0,0,0,0,0,0,0
1688,Barbecue 58,8.0,7406.14066116939,1,1,0,0,0,0,0,0,0
1689,Ganko Ittetsu Ramen,8.0,4323.8753669723,0,0,0,0,0,0,0,0,0
1690,Pizza Power,8.0,992.8145162821942,1,0,0,0,0,0,0,1,0
1691,Samurai Sushi,8.0,2942.479763118408,1,0,0,0,0,0,0,0,0
1692,Pastaria,8.0,4277.582904117464,1,0,0,0,0,0,0,0,0
1693,Another Broken Egg Cafe,8.0,2850.7430551040325,1,0,0,0,0,0,0,0,0
1694,Cloud Pasta Kitchen,10.0,10957.472506278622,1,1,0,0,0,0,0,0,0
1695,Las Tienditas Del Mercado,9.0,2277.2443205674144,0,0,0,0,0,0,0,0,0
1696,New Ah Ping Snacketeria,8.0,958.0462814607799,0,0,0,0,0,1,0,0,0
1697,West Side Market Cafe,8.0,2854.5930359659956,1,1,0,0,0,0,0,0,0
1698,Café 412,9.0,4581.05271032657,1,1,0,0,1,0,0,0,0
1699,Sam's Sun Sandwich,9.0,6640.714794305061,1,0,0,0,0,0,0,0,0
1700,Bluestone Lane,10.0,5465.71783065248,0,0,0,0,1,0,0,0,0
1701,Chef's Market Cafe & Takeaway,9.0,21527.08943063186,1,0,0,0,0,0,0,0,0
1702,Happy Lamb Hot Pot,9.0,7231.551395312766,1,0,0,0,0,0,0,0,0
